ISO3,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank
ZAF,795108,Population with an unimproved sanitation facility,40.8,1,ZA,South Africa,1998,ZA1998DHS,WS_TLET_P_NIM,250262150,I,1000,0,Total,Total,0,#indicator+label,1,1,WSTLETPNIM,NA,1998,DHS,52007,52465,NA,NA,NA
ZAF,795106,Population using open defecation,12.8,1,ZA,South Africa,1998,ZA1998DHS,WS_TLET_P_NFC,250262210,I,1000,0,Total,Total,0,#indicator+label,1,1,WSTLETPNFC,NA,1998,DHS,52007,52465,NA,NA,NA
ZAF,795769,Households with one room for sleeping,29.4,1,ZA,South Africa,1998,ZA1998DHS,HC_RMSL_H_1RM,250462115,I,1000,0,Total,Total,0,#indicator+label,1,1,HCRMSLH1RM,NA,1998,DHS,15002,16115,NA,NA,NA
ZAF,796694,Mean number of persons per sleeping room,1.9,1,ZA,South Africa,1998,ZA1998DHS,HC_PPRM_H_MNP,250462115,I,1000,0,Total,Total,0,#indicator+label,1,1,HCPPRMHMNP,NA,1998,DHS,37205,37925,NA,NA,NA
ZAF,796090,Mean number of household members,4.2,1,ZA,South Africa,1998,ZA1998DHS,HC_MEMB_H_MNM,250462115,I,1000,0,Total,Total,0,#indicator+label,1,1,HCMEMBHMNM,NA,1998,DHS,15002,16115,NA,NA,NA
ZAF,414151,Population using an improved water source,93.4,1,ZA,South Africa,2016,ZA2016DHS,WS_SRCE_P_IMP,250162010,I,1000,0,Total,Total,0,#indicator+label,1,1,WSSRCEPIMP,NA,2016,DHS,37205,37925,NA,NA,NA
ZAF,414148,Population using water piped into dwelling,45.5,1,ZA,South Africa,2016,ZA2016DHS,WS_SRCE_P_PIP,250162020,I,1000,0,Total,Total,0,#indicator+label,1,1,WSSRCEPPIP,NA,2016,DHS,37205,37925,NA,NA,NA
ZAF,414160,Population using water piped into yard/plot,24,1,ZA,South Africa,2016,ZA2016DHS,WS_SRCE_P_PYD,250162025,I,1000,0,Total,Total,0,#indicator+label,1,1,WSSRCEPPYD,NA,2016,DHS,37205,37925,NA,NA,NA
ZAF,414152,Population using a public tap/standpipe,13.6,1,ZA,South Africa,2016,ZA2016DHS,WS_SRCE_P_TAP,250162030,I,1000,0,Total,Total,0,#indicator+label,1,1,WSSRCEPTAP,NA,2016,DHS,37205,37925,NA,NA,NA
ZAF,414180,Population with improved water source on the premises,76.5,1,ZA,South Africa,2016,ZA2016DHS,WS_SRCE_P_IOP,250162190,I,1000,0,Total,Total,0,#indicator+label,1,1,WSSRCEPIOP,NA,2016,DHS,37205,37925,NA,NA,NA
ZAF,414156,Population with basic water service,90.1,1,ZA,South Africa,2016,ZA2016DHS,WS_SRCE_P_BAS,250162200,I,1000,0,Total,Total,0,#indicator+label,1,1,WSSRCEPBAS,NA,2016,DHS,37205,37925,NA,NA,NA
ZAF,414174,Population with limited water service,3.2,1,ZA,South Africa,2016,ZA2016DHS,WS_SRCE_P_LTD,250162210,I,1000,0,Total,Total,0,#indicator+label,1,1,WSSRCEPLTD,NA,2016,DHS,37205,37925,NA,NA,NA
ZAF,414179,Population with water more than 30 minutes away round trip,5.8,1,ZA,South Africa,2016,ZA2016DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,#indicator+label,1,1,WSTIMEPM30,NA,2016,DHS,37205,37925,NA,NA,NA
ZAF,503287,Population with water not available for at least one day,33,0,ZA,South Africa,2016,ZA2016DHS,WS_WAVL_P_NAV,250242010,I,1000,0,Total,Total,0,#indicator+label,1,1,WSWAVLPNAV,NA,2016,DHS,33240,33522,NA,NA,NA
ZAF,456199,Population with an improved sanitation facility,96,1,ZA,South Africa,2016,ZA2016DHS,WS_TLET_P_IMP,250262010,I,1000,0,Total,Total,0,#indicator+label,1,1,WSTLETPIMP,NA,2016,DHS,37205,37925,NA,NA,NA
ZAF,456204,Population with an unimproved sanitation facility,1.7,1,ZA,South Africa,2016,ZA2016DHS,WS_TLET_P_NIM,250262150,I,1000,0,Total,Total,0,#indicator+label,1,1,WSTLETPNIM,NA,2016,DHS,37205,37925,NA,NA,NA
ZAF,456210,Population using open defecation,2.2,1,ZA,South Africa,2016,ZA2016DHS,WS_TLET_P_NFC,250262210,I,1000,0,Total,Total,0,#indicator+label,1,1,WSTLETPNFC,NA,2016,DHS,37205,37925,NA,NA,NA
ZAF,456218,Population with basic sanitation service,81.1,1,ZA,South Africa,2016,ZA2016DHS,WS_TLET_P_BAS,250262300,I,1000,0,Total,Total,0,#indicator+label,1,1,WSTLETPBAS,NA,2016,DHS,37205,37925,NA,NA,NA
ZAF,456217,Population with limited sanitation service,15,1,ZA,South Africa,2016,ZA2016DHS,WS_TLET_P_LTD,250262310,I,1000,0,Total,Total,0,#indicator+label,1,1,WSTLETPLTD,NA,2016,DHS,37205,37925,NA,NA,NA
ZAF,622821,Population with a place for handwashing was observed,86.1,1,ZA,South Africa,2016,ZA2016DHS,WS_HNDW_P_OBS,250302010,I,1000,0,Total,Total,0,#indicator+label,1,1,WSHNDWPOBS,NA,2016,DHS,37205,37925,NA,NA,NA
ZAF,30013,"Population with a basic handwashing facility, with soap and water available",46,1,ZA,South Africa,2016,ZA2016DHS,WS_HNDW_P_BAS,250302150,I,1000,0,Total,Total,0,#indicator+label,1,1,WSHNDWPBAS,NA,2016,DHS,34629,35533,NA,NA,NA
ZAF,30014,"Population with a limited handwashing facility, lacking soap and/or water",46.5,1,ZA,South Africa,2016,ZA2016DHS,WS_HNDW_P_LTD,250302160,I,1000,0,Total,Total,0,#indicator+label,1,1,WSHNDWPLTD,NA,2016,DHS,34629,35533,NA,NA,NA
ZAF,197801,Households with one room for sleeping,35.1,1,ZA,South Africa,2016,ZA2016DHS,HC_RMSL_H_1RM,250462115,I,1000,0,Total,Total,0,#indicator+label,1,1,HCRMSLH1RM,NA,2016,DHS,15002,16115,NA,NA,NA
ZAF,197811,Mean number of persons per sleeping room,1.5,1,ZA,South Africa,2016,ZA2016DHS,HC_PPRM_H_MNP,250462115,I,1000,0,Total,Total,0,#indicator+label,1,1,HCPPRMHMNP,NA,2016,DHS,37205,37925,NA,NA,NA
ZAF,618821,Mean number of household members,3.4,1,ZA,South Africa,2016,ZA2016DHS,HC_MEMB_H_MNM,250462115,I,1000,0,Total,Total,0,#indicator+label,1,1,HCMEMBHMNM,NA,2016,DHS,15002,16115,NA,NA,NA
