ISO3,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank
ZAF,334596,Place of delivery: Health facility,84.5,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_DHF,83566070,I,1000,0,Total,Total,14000,Three years preceding the survey,1,1,RHDELPCDHF,NA,1998,DHS,3072,3119,37.5,52,NA
ZAF,302268,Place of delivery: Health facility,83.4,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_DHF,83566070,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELPCDHF,NA,1998,DHS,4826.5,4778,37.5,52,NA
ZAF,3675,Place of delivery: Health facility,85.2,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_DHF,83566070,I,1000,0,Total,Total,14002,Two years preceding the survey,1,1,RHDELPCDHF,NA,1998,DHS,2081,2113,37.5,52,NA
ZAF,796066,Fully vaccinated (8 basic antigens),63.4,1,ZA,South Africa,1998,ZA1998DHS,CH_VACC_C_BAS,93906230,I,1000,0,Total,Total,0,Five years preceding the survey,1,1,CHVACCCBAS,NA,1998,DHS,973,971,37.5,52,NA
ZAF,15033,Treatment of diarrhea: Either ORS or RHF,83.1,1,ZA,South Africa,1998,ZA1998DHS,CH_DIAT_C_ORT,94096040,I,1000,0,Total,Total,14000,Three years preceding the survey,1,1,CHDIATCORT,NA,1998,DHS,508,523,37.5,52,NA
ZAF,607608,Treatment of diarrhea: Either ORS or RHF,81,1,ZA,South Africa,1998,ZA1998DHS,CH_DIAT_C_ORT,94096040,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCORT,NA,1998,DHS,627,634,37.5,52,NA
ZAF,796661,Median duration of exclusive breastfeeding,0.4,1,ZA,South Africa,1998,ZA1998DHS,CN_BFDR_C_MDE,104336020,I,1000,0,Total,Total,0,Five years preceding the survey,1,1,CNBFDRCMDE,NA,1998,DHS,3050,2841,37.5,52,NA
ZAF,643532,Women with secondary or higher education,68.3,1,ZA,South Africa,1998,ZA1998DHS,ED_EDUC_W_SEH,165781180,I,1000,0,Total 15-49,Total 15-49,0,Five years preceding the survey,1,1,EDEDUCWSEH,NA,1998,DHS,4826.5,4778,37.5,52,NA
ZAF,796453,Households with electricity,64.9,1,ZA,South Africa,1998,ZA1998DHS,HC_ELEC_H_ELC,165781180,I,1000,0,Total,Total,0,Five years preceding the survey,1,1,HCELECHELC,NA,1998,DHS,4826.5,4778,37.5,52,NA
ZAF,115127,Total fertility rate 15-49,2.6,1,ZA,South Africa,2016,ZA2016DHS,FE_FRTR_W_TFR,11763080,I,1000,0,Total,Total,0,Five years preceding the survey,1,1,FEFRTRWTFR,NA,2016,DHS,3050,2841,37.5,52,NA
ZAF,744,Married women currently using any method of contraception,54.6,1,ZA,South Africa,2016,ZA2016DHS,FP_CUSM_W_ANY,32633010,I,1000,0,Total,Total,0,Five years preceding the survey,1,1,FPCUSMWANY,NA,2016,DHS,3050,2841,37.5,52,NA
ZAF,745,Married women currently using any modern method of contraception,54,1,ZA,South Africa,2016,ZA2016DHS,FP_CUSM_W_MOD,32633020,I,1000,0,Total,Total,0,Five years preceding the survey,1,1,FPCUSMWMOD,NA,2016,DHS,3050,2841,37.5,52,NA
ZAF,592860,Unmet need for family planning,14.9,1,ZA,South Africa,2016,ZA2016DHS,FP_NADM_W_UNT,32933030,I,1000,0,Total,Total,0,Five years preceding the survey,1,1,FPNADMWUNT,NA,2016,DHS,3050,2841,37.5,52,NA
ZAF,313221,Demand for family planning satisfied by modern methods,77.8,1,ZA,South Africa,2016,ZA2016DHS,FP_NADM_W_PDM,32933150,I,1000,0,Total,Total,0,Five years preceding the survey,1,1,FPNADMWPDM,NA,2016,DHS,2119,1953,37.5,52,NA
ZAF,227635,Median age at first sexual intercourse [Women]: 25-49,18.1,1,ZA,South Africa,2016,ZA2016DHS,SX_AAFS_W_M2B,51703090,I,1000,0,Total,Total,0,Five years preceding the survey,1,1,SXAAFSWM2B,NA,2016,DHS,3050,2841,37.5,52,NA
ZAF,62500,Infant mortality rate,35,0,ZA,South Africa,2016,ZA2016DHS,CM_ECMR_C_IMR,63206030,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CMECMRCIMR,NA,2016,DHS,3050,2841,37.5,52,NA
ZAF,67910,Infant mortality rate,43,0,ZA,South Africa,2016,ZA2016DHS,CM_ECMR_C_IMR,63206030,I,1000,0,Total,Total,14003,Ten years preceding the survey,1,1,CMECMRCIMR,NA,2016,DHS,3050,2841,37.5,52,NA
ZAF,798705,Under-five mortality rate,42,0,ZA,South Africa,2016,ZA2016DHS,CM_ECMR_C_U5M,63206050,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CMECMRCU5M,NA,2016,DHS,3050,2841,37.5,52,NA
ZAF,66964,Under-five mortality rate,51,0,ZA,South Africa,2016,ZA2016DHS,CM_ECMR_C_U5M,63206050,I,1000,0,Total,Total,14003,Ten years preceding the survey,1,1,CMECMRCU5M,NA,2016,DHS,3050,2841,37.5,52,NA
ZAF,171595,Pregnancy-related mortality ratio,536,0,ZA,South Africa,2016,ZA2016DHS,MM_MMRO_W_PMR,77033020,I,1000,0,Total,Total,0,Five years preceding the survey,1,1,MMMMROWPMR,NA,2016,DHS,3050,2841,37.5,52,NA
ZAF,773982,Maternal mortality ratio,475,0,ZA,South Africa,2016,ZA2016DHS,MM_MMRO_W_MMR,77033060,I,1000,0,Total,Total,0,Five years preceding the survey,1,1,MMMMROWMMR,NA,2016,DHS,3050,2841,37.5,52,NA
ZAF,157345,Place of delivery: Health facility,96,1,ZA,South Africa,2016,ZA2016DHS,RH_DELP_C_DHF,83566070,I,1000,0,Total,Total,14000,Three years preceding the survey,1,1,RHDELPCDHF,NA,2016,DHS,2091,2105,37.5,52,NA
ZAF,157336,Place of delivery: Health facility,95.9,1,ZA,South Africa,2016,ZA2016DHS,RH_DELP_C_DHF,83566070,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELPCDHF,NA,2016,DHS,3572,3548,37.5,52,NA
ZAF,463689,Place of delivery: Health facility,96.1,1,ZA,South Africa,2016,ZA2016DHS,RH_DELP_C_DHF,83566070,I,1000,0,Total,Total,14002,Two years preceding the survey,1,1,RHDELPCDHF,NA,2016,DHS,1414,1406,37.5,52,NA
ZAF,509978,Fully vaccinated (8 basic antigens),61.2,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_BAS,93906230,I,1000,0,Total,Total,0,Five years preceding the survey,1,1,CHVACCCBAS,NA,2016,DHS,677,670,37.5,52,NA
ZAF,707851,Treatment of diarrhea: Either ORS or RHF,75.4,1,ZA,South Africa,2016,ZA2016DHS,CH_DIAT_C_ORT,94096040,I,1000,0,Total,Total,14000,Three years preceding the survey,1,1,CHDIATCORT,NA,2016,DHS,494.5,514,37.5,52,NA
ZAF,545839,Treatment of diarrhea: Either ORS or RHF,80.5,1,ZA,South Africa,2016,ZA2016DHS,CH_DIAT_C_ORT,94096040,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCORT,NA,2016,DHS,494.5,514,37.5,52,NA
ZAF,198687,Children stunted,27.4,1,ZA,South Africa,2016,ZA2016DHS,CN_NUTS_C_HA2,104236020,I,1000,0,Total,Total,0,Five years preceding the survey,1,1,CNNUTSCHA2,NA,2016,DHS,1404,1468,37.5,52,NA
ZAF,597228,Children wasted,2.5,1,ZA,South Africa,2016,ZA2016DHS,CN_NUTS_C_WH2,104236050,I,1000,0,Total,Total,0,Five years preceding the survey,1,1,CNNUTSCWH2,NA,2016,DHS,1384,1449,37.5,52,NA
ZAF,26823,Children underweight,5.9,1,ZA,South Africa,2016,ZA2016DHS,CN_NUTS_C_WA2,104236090,I,1000,0,Total,Total,0,Five years preceding the survey,1,1,CNNUTSCWA2,NA,2016,DHS,1416,1479,37.5,52,NA
ZAF,198731,Median duration of exclusive breastfeeding,0.8,1,ZA,South Africa,2016,ZA2016DHS,CN_BFDR_C_MDE,104336020,I,1000,0,Total,Total,0,Five years preceding the survey,1,1,CNBFDRCMDE,NA,2016,DHS,3050,2841,37.5,52,NA
ZAF,698647,Women receiving an HIV test and receiving test results in the last 12 months,58.5,1,ZA,South Africa,2016,ZA2016DHS,HA_CPHT_W_T1R,135563070,I,1000,0,Total 15-49,Total 15-49,0,Five years preceding the survey,1,1,HACPHTWT1R,NA,2016,DHS,4826.5,4778,37.5,52,NA
ZAF,493147,Men receiving an HIV test and receiving test results in the last 12 months,44.6,1,ZA,South Africa,2016,ZA2016DHS,HA_CPHT_M_T1R,135564160,I,1000,0,Total 15-49,Total 15-49,0,Five years preceding the survey,1,1,HACPHTMT1R,NA,2016,DHS,3202,3179,37.5,52,NA
ZAF,87982,HIV prevalence among women,27.3,1,ZA,South Africa,2016,ZA2016DHS,HA_HIVP_W_HIV,135963160,I,1000,0,Total 15-49,Total 15-49,0,Five years preceding the survey,1,1,HAHIVPWHIV,NA,2016,DHS,2485,2726,37.5,52,NA
ZAF,80224,HIV prevalence among men,14.4,1,ZA,South Africa,2016,ZA2016DHS,HA_HIVP_M_HIV,135964190,I,1000,0,Total 15-49,Total 15-49,0,Five years preceding the survey,1,1,HAHIVPMHIV,NA,2016,DHS,2199,1863,37.5,52,NA
ZAF,76035,HIV prevalence among general population,21.2,1,ZA,South Africa,2016,ZA2016DHS,HA_HIVP_B_HIV,135965220,I,1000,0,Total 15-49,Total 15-49,0,Five years preceding the survey,1,1,HAHIVPBHIV,NA,2016,DHS,4685,4589,37.5,52,NA
ZAF,578059,Physical or sexual violence committed by husband/partner,15.8,1,ZA,South Africa,2016,ZA2016DHS,DV_SPVL_W_POS,165781180,I,1000,0,Total 15-49,Total 15-49,631001,Ever-married,1,1,DVSPVLWPOS,NA,2016,DHS,2109,2354,37.5,52,NA
ZAF,46433,Women with secondary or higher education,88.9,1,ZA,South Africa,2016,ZA2016DHS,ED_EDUC_W_SEH,165781180,I,1000,0,Total 15-49,Total 15-49,0,Five years preceding the survey,1,1,EDEDUCWSEH,NA,2016,DHS,4826.5,4778,37.5,52,NA
ZAF,563776,Women who are literate,96.3,1,ZA,South Africa,2016,ZA2016DHS,ED_LITR_W_LIT,165781180,I,1000,0,Total 15-49,Total 15-49,0,Five years preceding the survey,1,1,EDLITRWLIT,NA,2016,DHS,4826.5,4778,37.5,52,NA
ZAF,389262,Households with electricity,90,1,ZA,South Africa,2016,ZA2016DHS,HC_ELEC_H_ELC,165781180,I,1000,0,Total,Total,0,Five years preceding the survey,1,1,HCELECHELC,NA,2016,DHS,4826.5,4778,37.5,52,NA
