ISO3,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank
ZAF,354034,Number of women (unweighted),11805,0,ZA,South Africa,2016,ZA2016DHS,ED_LITR_W_UNW,231233110,U,10000,10000,Total 15-49,Total 15-49,0,#indicator+label,1,1,EDLITRWUNW,NA,2016,DHS,8514,7492,NA,NA,NA
ZAF,494492,Men with secondary or higher education,10.8,1,ZA,South Africa,2016,ZA2016DHS,ED_LITR_M_SCH,231234120,I,10000,10000,Total 15-49,Total 15-49,0,#indicator+label,1,1,EDLITRMSCH,NA,2016,DHS,3202,3179,NA,NA,NA
ZAF,494494,Men who can read a whole sentence,71.4,1,ZA,South Africa,2016,ZA2016DHS,ED_LITR_M_RDW,231234130,I,10000,10000,Total 15-49,Total 15-49,0,#indicator+label,1,1,EDLITRMRDW,NA,2016,DHS,3202,3179,NA,NA,NA
ZAF,494493,Men who can read part of a sentence,12.8,1,ZA,South Africa,2016,ZA2016DHS,ED_LITR_M_RDP,231234140,I,10000,10000,Total 15-49,Total 15-49,0,#indicator+label,1,1,EDLITRMRDP,NA,2016,DHS,3202,3179,NA,NA,NA
ZAF,494495,Men who cannot read at all,4.9,1,ZA,South Africa,2016,ZA2016DHS,ED_LITR_M_NRD,231234150,I,10000,10000,Total 15-49,Total 15-49,0,#indicator+label,1,1,EDLITRMNRD,NA,2016,DHS,3202,3179,NA,NA,NA
ZAF,494489,Men for whom no card with required language was available,0.1,1,ZA,South Africa,2016,ZA2016DHS,ED_LITR_M_NCD,231234160,I,10000,10000,Total 15-49,Total 15-49,0,#indicator+label,1,1,EDLITRMNCD,NA,2016,DHS,3202,3179,NA,NA,NA
ZAF,494490,Men who are blind/visually impaired,0,1,ZA,South Africa,2016,ZA2016DHS,ED_LITR_M_BLD,231234170,I,10000,10000,Total 15-49,Total 15-49,0,#indicator+label,1,1,EDLITRMBLD,NA,2016,DHS,3202,3179,NA,NA,NA
ZAF,494491,Men's literacy: Total,100,1,ZA,South Africa,2016,ZA2016DHS,ED_LITR_M_TOT,231234190,T,10000,10000,Total 15-49,Total 15-49,0,#indicator+label,1,1,EDLITRMTOT,NA,2016,DHS,3202,3179,NA,NA,NA
ZAF,494496,Men who are literate,94.9,1,ZA,South Africa,2016,ZA2016DHS,ED_LITR_M_LIT,231234200,I,10000,10000,Total 15-49,Total 15-49,0,#indicator+label,1,1,EDLITRMLIT,NA,2016,DHS,3202,3179,NA,NA,NA
ZAF,498913,Number of men,3202,0,ZA,South Africa,2016,ZA2016DHS,ED_LITR_M_NUM,231234210,D,10000,10000,Total 15-49,Total 15-49,0,#indicator+label,1,1,EDLITRMNUM,NA,2016,DHS,5858,3179,NA,NA,NA
ZAF,326141,Number of men (unweighted),3179,0,ZA,South Africa,2016,ZA2016DHS,ED_LITR_M_UNW,231234220,U,10000,10000,Total 15-49,Total 15-49,0,#indicator+label,1,1,EDLITRMUNW,NA,2016,DHS,3202,7492,NA,NA,NA
